,Artist,Genre,Lyric
890,Blur,Rock,Wake up Maggie. I think I've got something to say to you. It's late September. And I really should be back at school. I know I keep you amused. But I feel I'm being used. O Maggie I couldn't have tried any more. you led me away from home. Just to save you from being alone. You stole my heart. That's what really hurts. All I needed was a friend of lend a guiding hand. You turned into my lover. And mother what a lover you wore me out. Al you do is wreck my bed. And in the morning kick me in the head. O Maggie I couldn't have tried anymore. You led me away form home. Just to save you from being alone. You stole my heart. I couldn't leave you if I tried. I suppose I could collect my books and go back to school. Or steal my daddy's cue. And make a living out of playing pool. I'll find myself a rock n roll band. That needs a helping hand. Maggie I wish I'd never. Seen your face. You made a first class fool out of me. But I was blind as a fool can be. You stole my heart. But I love you anyway.
891,Blur,Rock,I spy in the night sky don't I. phoebe io elara leda callisto sinope. janus dione portia so many moons. quiet in the sky at night hot in the milky way. outside in. vega capella hadar rigel barnard's star. antares aldebaran altair wolf 359. betelgeuse sun sun sun....................
892,Blur,Rock,sitting in an STD. waiting for an underground trail. to rumble underneath my feet. bang goes another day. where it went i could not say. and now i'll have to wait another week. when all is said and all is done. what was said was never done. don't panic it's not really worth your while. bang goes another year. in and and out of one ear. everybody's doing it. so do it too. i don't need anyone. but a little love would make things better. sitting on the early bus. passing through the morning rush. it makes no difference. that i'm not with you. bang goes another year. in and out of one ear. everybody's doing it. i'll do it too.
893,Blur,Rock,Going into business. An agreement of your bombast. You'd love my bed. You took the other instead. But don't you feel low. I was being oblique. And you'd love my bed. You got the other instead. What do you owe me?. The price of your piece of mind. You'd love my bed. You took it all instead
894,Blur,Rock,Here's one from the head. The one that bounced straight through. The rubber soul. It's good advice. For everyone. You end up where you started crawling from. I'm always bouncing into the other. Again and again you find it's yet another. So I'm always bouncing into the other. Seven days to seven days. Here's one from far away. The way I lose confidence. In what I say. I'm only here. For a while. Leave me quick I'm only here for a while. I'm always bouncing into the other. Again and again you find it's yet another. So I'm always bouncing into the other. Seven days to seven days. Always seven days. Always seven days. Always always always. I'm always bouncing into the other. Again and again you find it's yet another. So I'm always bouncing into the other
895,Blur,Rock,When he speaks to her. Without looking at her. You sing the driest of words. With his minds on what's on the telly. The rumours pass on. As he staggers through the air. Knowing he won't get home. To the word of people in cars alone
896,Blur,Rock,Group using a loopOf another pop group. Group shooting a hoop. And starving it up in to the soup. Cos I'm of regular features. And Adidas trainers. Completing the cycle. Until the teenage maniacs. Can bring it on back. B L U R E M I. B L U R E M I. B L U R E M I. B L U R E M I. Group using a loopOf another pop group. Completing the cycle. Until the teenage maniacs. They'll bring it all back. B L U R E M I. B L U R E M I. B L U R E M I. B L U R E M I. . B L U R E M I. B L U R E M I. B L U R E M I. B L U R E M I....
897,Blur,Rock,do you do. anything. you ever do. no she said. do you want. anything. you ever wanted. no she said. she don't know how. how to feel. this is a bad day. this is a bad day. to know. do you have. anything. you ever had. no she said. do you love. anyone. you ever loved. yes she said.
898,Blur,Rock,This is the voice of someone. Calling from a lonely hill. To the hard of hearing. For those who never will. A long legged someone. Seen walking away from home. Look a vacant dreamer. Walking alone alone. Ways that turn and turn. Which is what we'd learn. As suffering believers. In the book of Badgeman Brown. They're dropping like flies. In a suburban house. From a lack of anything. Anything to keep their hands in. And the town keeps screaming. From a lonely hill. Another lack of people. Those who never will. Ways that turn and turn. Which I what we'd learn. As suffering believers. In the book of Badgeman Brown. This is the voice of someone. Calling from a lonely hill. For the hard of hearing. For those who never will. The days will turn and turn. Which is what we'd learn. As average believers. In the book of Badgeman Brown.
899,Blur,Rock,So far I've not really stayed in touch. Well you knew as much it's no surprise that today. I'll get up early too from a lack of anything to do. And I might as well just grin and bear it. Because it's not worth the trouble of an argument. And you have not really stayed in touch. Well I knew as much it's no surprise that today. I get up for round two with nothing to do. Except get a touch of flu. And I might as well grin and bear it. Because it's not worth the trouble of an argument. And in any case i'd rather wear it. It's like a badhead in the morning. And I know. And I might as well grin and bear it. Because it's not worth the trouble of an argument. And in any case i'd rather wear it. It's like a badhead in the morning. (repeat)
900,Blur,Rock,Grandma needs new dentures. To eat the crust on pizza. Been taken out by her daughter. Because she thought she ought'a. The kids are eating snickers. Because they're so delicious. Then there's sticky fingers. And mother loses her knickers. bank holiday comes six times a year. times of enjoyment. to which everyone cheers. bank holiday comes a six pack of beer. than it's back to work A.G.A.I.N. Bar-b-que is cooking. Sausages and chicken. The patio is buzzing. The neighbours they are looking. John is down the fun pub. Drinking lots of lager. Girls and boys are on the game. All the high streets look the same.
901,Blur,Rock,sitting in an STD. waiting for an underground trail. to rumble underneath my feet. bang goes another day. where it went i could not say. and now i'll have to wait another week. when all is said and all is done. what was said was never done. don't panic it's not really worth your while. bang goes another year. in and and out of one ear. everybody's doing it. so do it too. i don't need anyone. but a little love would make things better. sitting on the early bus. passing through the morning rush. it makes no difference. that i'm not with you. bang goes another year. in and out of one ear. everybody's doing it. i'll do it too.
902,Blur,Rock,Grandma has got new dentures. To eat the crust on pizza. Been taken out by her daughter. Because she thought she ought'a. The kids are eating snickers. Because they're so delicious. Then there's sticky fingers. And mother looses her knickers. (chorus). Bank holiday comes six times a year. Days of enjoyment to which everyone cheers. Bank holiday comes with a six pack of beer. ....then its back to work a.g.a.i.n.. Bar-b-que is cooking. Sausages and chicken. The patio is buzzing. The neighbours they are looking. John is down the fun pub. Drinking lots of lager. Girls and boys are on the game. All the high streets look the same. (chorus). Back to work a.g.a.i.n.. (chorus). Bank holiday.
903,Blur,Rock,This is a ballad for the good times. So put a battery in your leg. Put a rock beat over anything. Get it stuck there in your head. You can be with me. I got nothing to rely on. I've broken every bone. Everybody's stop believing. But you know you're not alone. You can be with me. This is a ballad for the good times. And all the dignity we had. Don't get het up on the evil things. You ain't coming back. You can be with me. If you want to be. You can be with me.....
904,Blur,Rock,Bow Bells say goodbye to the last train. Over the river they all go again. Out into leafy nowhere. Hope someone's waiting out there. For them. Cabbie has his mind on a fare to the sun. He works nights but it's not much fun. Picks up the London yo-yo's. All on their own down Soho. Take me home. Other people wouldn't like to hear you. If you said. That these are the best days. Of our lives. Other people turn around and laugh at you. If you said. That these are the best days. Of our lives. Trellick Tower's been calling. I know she'll leave me in the morning. In hotel cells listening to dial tones. Remote controls and cable moans. In his drink he's talking. Gets disconnected sleepwalking back home. Other people wouldn't like to hear you. If you said. That these are the best days. Of our lives. Other people turn around and laugh at you. If you said. That these are the best days. Of our lives. Other people break into a cold sweat. If you said. That these are the best days. Of their lives. And other people turn around and laugh at you. If you said. That these are the best days. Of our lives. Of our lives.
905,Blur,Rock,it's my birthday. no one here day. very strange day. i think of you day. go outside day. sit in park day. watch the sky day. what a pathetic day. i don't like this day. it makes me feel too small. i don't like these days. they make me feel so small.
906,Blur,Rock,I am an ex offender. They let me out in the summer. I think I was in a coma. I didn't know what to do. Oh no. You go hang around go round. I'll watch myself hang on. Look out for the Bugman. You go hang around around. I'll watch myself hang on. Look out for the Bugman. I got no sent of existence. I know the nodding dogs. I go out in the city. I stay away from the bugs. Oh yeah. You go hang around around. I watch myself hang on. Look out for the Bugman. You go hang around around. I watch myself hang on. Look out for the Bugman. The bu uh uh ug man. I go out in the city. I stay away from the bugs. Oh yeah. na na na na na oh oh.... I go out in the city.
907,Blur,Rock,I've gotta get over. I've gotta get over. I've got to get better. Will love you forever. I've gotta find genius. I've gotta get better. I've gotta stop smoking. I've gotta get better. Caramel Caramel.... Where is the magic?. I've gotta get better. Oh lord give me magic. I'll love you forever. I've gotta find mounts hill. And live by the mountains. I'll love you forever. You are...And you are....
908,Blur,Rock,I'm on the white cliffs of Dover. Thinking it over and over. But if I jump its all over. A cautionary tale for you. I'd like to roll in the clover. With you over and over. On the white cliffs of dover. And then I'd let you push me over. and if that is the fact then in actual fact. it's not where it's at. and it's over. and if that is the fact then in actual fact. i'm not where it's at. and it's over. yes it is. And now the bluebirds are over. Over the white cliffs of dover. So when you push me over. Don't bury me I'm not worth anything.
909,Blur,Rock,Yeah I found no where. It got to know me. Let me sleep all day. Spent the money. I haven't felt my legs. Since the summer. And I don't call my friends. Forgot their numbers. VIP 223. Have my chances. They have me. Now stay up nights. Watch TV. I'm country sad. I'm a ballad man. I'm on the come back road. Yeah I'm a blizzard. And in my motor home. Sweat on my pillow all night. I'm a ballad man ....
910,Blur,Rock,The death of the party. Came as no surprise. Why did we bother. should have stayed away. Another night. And I thought well well. Go to another party. And hang myself. Gently on the shelf. The death of the teenager. standing on his own. why did he bother. should have slept alone. Another night. And I thought well well. Go to another party. And hang myself. Gently on the shelf. (Repeat).
911,Blur,Rock,You and me we try to change. We try so hard it's all the same. I'm just waiting for it to begin again. Ahhhh. I'm forgetting who I am. That makes me wonder who I am. Trying so hard to find sense when there's none at all Ahhh (2x). Down (20x). Staring at the sun all day. If you stare too long you get burned away. Now there's nothing left of me so have it all. Ahhh. Forgetting again I blame. My past has just faded away. Now I can tell you everything there is to know about. Ahhh (2x). Down (40x)
912,Blur,Rock,She says there's ants in the carpet. Dirty little monsters. Eating all the morsels. Picking up the rubbish. Give her efferverscene. She needs a little sparkle. Good morning t.v.. You're lookin' so healthy. CHORUS:. We all say. Dont want to be alone. We wear the same clothes. 'cause we feel the same. And kiss with dry lips. When we say goodnight. End of a century.. it's nothing special. Sex on the t.v.. Everybody's at it. And the mind gets dirty. As you get closer to thirty. He gives her a cuddle. Glowing in a huddle. Good night t.v.. Your all made up. You're looking like me. Chorus. Can... you... eat... her... yes... you... can.... Chorus-2. End of a century.. It's nothig special-2.
913,Blur,Rock,The weekend is back. But so is he. Head to the floodlights. See the fraternity. They're waiting. I hear them up in the north. Down in the south. All that is spewing. Spewing out of his mouth. Entertain me. At his'n'hers dating. Bored minds agree. Requirements to be stated. And replies awaited. She wants a loose fit. He wants Instant Whip. Guesstimates her arrival. Will she want it. Really badly?. Entertain me. A car. A house. Both in a street. The boredom of a sober week. The weekend's here. Hip-hip-hooray. To make the blues. Just go away. Entertain me.
914,Blur,Rock,Looking out for number oneThe conversation in the dayroom's gone. It's a brutal thought but you thought it. And in the future it'll be the same. Waltzing on an autobahnThere is cause for alarm. It's a neurotic thought but you thought it. And in the future it'll be the same.
915,Blur,Rock,It's pointless to explain why. There's nothing I can say. My words would all be meaningless. Anyway. It seems I can't be trusted. And I don't disagree. What made you ever think I really. Wanted to be. I can't explain why. And I don't know when. I'm ever going to want to. See her again. So don't ask why I came here. There's nothing I can say. I don't think I'll be staying very long. Anyway. I'm trying to find out why. I came here at all. I don't think it was to see you. After all. I can't explain why. And I don't know when. I'm ever going to want to. See her again
916,Blur,Rock,They stumbled into their lives. In a vague way became man and wife. One got the other. They deserved one another. They settled in a brand new town. With people from the same background. They kept themselves busy. Long hours left them dizzy. Now when. He's in. She's out. All you ever do is fade away. All you ever do is fade away. He's not making plans. 'Cos now they understand. All you ever do is fade away. He noticed he had visible lines. She worried about her behind. Their birth had been the death of them. It didn't really bother them. Now when. She's in. He's out. All you ever do is fade away. All you ever do is fade away. She's not making plans. 'Cos now she understands. All you ever do is fade away. When he's in. She's.... All you ever do is fade away. All you ever do is fade away. They're not making plans. 'Cos now they understand. He must learn to forget. 'Cos this is all you'll ever get. All you ever do is fade away. .
917,Blur,Rock,I spy in the night sky don't I. phoebe io elara leda callisto sinope. janus dione portia so many moons. quiet in the sky at night hot in the milky way. outside in. vega capella hadar rigel barnard's star. antares aldebaran altair wolf 359. betelgeuse sun sun sun....................
918,Blur,Rock,sorry. but i don't understand. the things you say. they make no sense at all. funny. but i think that you mean them all. this time. don't you. i know that you think i'm a fool. but couldn't you try. to forgive a fool. one more time. sorry. but i'm not really listening. i've got my mind. on something else. and sometimes i wonder if i'm here. if i'm here at all. i know that you want me to go. don't you. but it's not as easy as it seems. i know that you think i'm not here at all. but i'm just as fed up as you. i know that you want me to leave. i'm amazed at how cold you can be. well may my weak and insipid soul grow stronger in your absence.
919,Blur,Rock,Oh you are very strange. Sometimes I think you've gone insane. Twisted hearts you've gone insane. In this giddy world. Couldn't you begin to go. Where odd lines we hardly know. Couldn't you put in a goal. Just for me. Did I say I want to know. Talking about a goal. Would you please leave me alone. Can't you see I want to be on my own. Oh I would like to give you your head. Just to see if you are dead. Oh I'd like to get into that pretty head. And it would amuse me to see. How you feel about me. How you feel about always getting fried. Did I say I wan to know. We're talking about a goal. Would you please leave me alone. Can't you see I want to be on my own. Can't you see I want to be on my own. Did I say I wan to know. We're talking about a goal. Would you please leave me alone. Can't you see I want to be on my own. Can't you see I want to be on my own. Oh I'm going to fry. Oh I'm going to fry. Oh I'm going to fry.
920,Blur,Rock,Street's like a jungle. So call the police. Following the herd. Down to Greece. On holiday. Love in the 90's. Is paranoid. On sunny beaches. Take your chan-ces. Looking for. Girls who want boys. Who like boys to be girls. Who do boys like they're girls. Who do girls like they're boys. Always should be someone you really love. Avoiding all work. 'Cuz there's none available. Low battery thinkers. Count your thoughts. On one two three four. Five fingers. Nothing is wasted. Only reproduced. You get nasty blisters. Du bist sehr schön. But we haven't been. Introduced. Girls who want boys. Who like boys to be girls. Who do boys like they're girls. Who do girls like they're boys. Always should be someone you really love. Girls who want boys. Who like boys to be girls. Who do boys like they're girls. Who do girls like they're boys. Always should be someone to really love. Oh oh oh oh oh oh. Oh oh oh oh oh. Looking for. Girls who want boys. Who like boys to be girls. Who do boys like they're girls. Who do girls like they're boys. Always should be someone you really love. Girls who want boys. Who like boys to be girls. Who do boys like they're girls. Who do girls like they're boys. Always should be someone you really love. Girls who want boys. Who like boys to be girls. Who do boys like they're girls. Who do girls like they're boys. Always should be someone you really love. Girls who want boys. Who like boys to be girls. Who do boys like they're girls. Who do girls like they're boys. Always should be someone to really love. Oh oh oh oh oh oh. oh oh oh oh oh
921,Blur,Rock,Who maddest one on the M1. Who hasn't stopped sucking his thumb. Who very straight and never grins. Who cares what car he's driving in. He is because he saw it on a commercial break. And if he doesn't get what he wants. Then he get a headache. 'Cos he needs it. Wants it. Almost. Loves it. He's here on his own. On globe alone. Here on his own. Who joined health club to glisten. Into hi-fi precision. Who mobile phone gives him the bone. Who very keen on Sharon Stone. And then he says.... Who eats at the new brasserie. Who only ever gets merry. Who wouldn't be seen at bedtime. Without putting Calvin Klein's on. .
922,Blur,Rock,when you come here. which you sometimes do. don't think that. i really want you to. and if you come here. which you always do. don't think that. i expect you to. is that all i give you. is that all i give you. and you talk too much. which you always do. don't think that. i really want you to. and if you talk too much. which you always do. don't think that. i really need you to. is that all i give you. is that all i give you.
923,Blur,Rock,"""""""I Broadcast"""". I love the aspects of another city. The representatives are alright. In circulation the snake and the tiger. Waking up and shaving in industrial life. I broadcast. Buzzing on another day now. All for a cold sore. Something out of nothing. I love the airspace of another city. It's got your number and your blood type. They've been in cages I need some focus. The apparitions of another prodigal night. Right?. I broadcast. Buzzing on another day now. All for a high score. Something out of nothing. I'm running. I'm running. I'm running. I broadcast. Buzzing on another day now. All for a cold sore. Something out of nothing. I broadcast. Buzzing on another day now. All for a cold sore. Something out of nothing. ow nothing"""
924,Blur,Rock,I wish the music would play by itself. Shredded fingers - no ideas. I wish this rainy day could be the last. Could the world end - what a god send. I wish I could stop wishing you were here. But I don't want to - cos I still want you. I wish I didn't feel so flippin mad. Don't wanna scare you - just wanna love you. I wish my life could last a thousand years. Then I'd be clever - and build a heaven. I wish I could bring Nick Drake back to life. He'd understand - hold my hat band. I wish a constant stream of happy shit. Live forever - in world of leather. I wish the rain would just leave me alone. I can't wear that - stupid rain hat. I wish I was in Californ-I-A. Perno perfurme - in the Danube. I wish the thing of love meant just one thing. Cinderella - salmonella.
925,Blur,Rock,I always knew that there would be someone somewhere. Who had it in for me. I always knew that there would be no-one nowhere. Who was anything like me. I'm all over. All over. All over. I'm the only one. I'm hanging around. Going nowhere. Waiting for it to happen to me. I always knew that there would be no-one nowhere. Who was anything like me. I'm all over. All over. All over. You're the only one. I always knew that there would be someone somewhere. Who had it in for me. I always knew that there would be no-one nowhere. Who was anything like me. I'm all over. All over. All over. You're the only one.
926,Blur,Rock,I heard a man who had no lungs. He took me in and made me lunch. He told me how I'd lost a friend. He smiled at me it was the end. I said. I'm just a killer for your love (4). I cut my hair off in the road. I take my coat off dropped my load. I wipe my hands on the grass. Coz' I know that nothing ever lasts. And I said. I'm just a killer for your love (4).
927,Blur,Rock,Fear of being left behind. Can take you over. Suddenly you will choke. Maybe it's just a joke. I'm not sure of you. I can't hear you now. There's too much that's going around. You seem a worried fool. So don't think I'm cool. Makes me me unsure. Of you-. Fear of being left alone. Can take you over. Slowly you will choke. And say it's just a joke. I'm not sure--of you.
928,Blur,Rock,It's sorted now. It makes no ifference and difference. To one suggests. Faint from lack of air. It needs a whistle with a twistle. But no one can hear. I didn't stay long. I have to go away to stay. As long as I could. So I'm happy here. Cos here is where the heart is. I know you think that too. Into Another. You And Me. Am I dead. Sleeping in hollow's head (X2). Listening to our tune. With headphone and volume on. I can read your lips. And in a clinical tone. I heard it said. Everything was beautiful. But nothing hurt. Into Another. You And Me. Am I dead. Sleeping in hollow's head (X2). Into Another. You And Me. Am I dead. Sleeping in hollow's head (X2)
929,Blur,Rock,Don't look at me as. Your only regret what you don't see. You know more than I. So think for me. Think what your not. Ah ah ah ah. Love substitute for the. Never knew who you were. Half your life has been explained. You want the other half. Ah ah ah ah. Don't look at me as though I'm not here. Your only regret what you don't see. Half my life has been explained.
930,Blur,Rock,Pedalling on a bicycle. I'm on my way to make a call. I try to touch you. Through the double glazing. But the curtains were drawn. The family gone away. Who is to know. But now you don't. No-one can see. When they get mace in their eyes. They're papering the walls. And the windows. No light in here. In or out. The heating's on. And I'm feeling drowsy. I fall asleep. And dream of burning down the house. I'm pedalling on a bicycle. I'm on my way to make a call. The sun is out. And I'm feeling drowsy. I fall asleep. And dream of burning down the house.
931,Blur,Rock,Wake up Maggie. I think I've got something to say to you. It's late September. And I really should be back at school. I know I keep you amused. But I feel I'm being used. O Maggie I couldn't have tried any more. you led me away from home. Just to save you from being alone. You stole my heart. That's what really hurts. All I needed was a friend of lend a guiding hand. You turned into my lover. And mother what a lover you wore me out. Al you do is wreck my bed. And in the morning kick me in the head. O Maggie I couldn't have tried anymore. You led me away form home. Just to save you from being alone. You stole my heart. I couldn't leave you if I tried. I suppose I could collect my books and go back to school. Or steal my daddy's cue. And make a living out of playing pool. I'll find myself a rock n roll band. That needs a helping hand. Maggie I wish I'd never. Seen your face. You made a first class fool out of me. But I was blind as a fool can be. You stole my heart. But I love you anyway.
932,Blur,Rock,Mirrorball on a Jordan train. I was under sea then up for air. I did not retain. Ocean Park where the seagulls cry. I remember flying dragons too. I was there with you. So before you log out. Hold close to me. Hold close to me. I'll be back when December comes. All the barriers have been pulled down. Where is everyone?. Oh Mirrorball. You're spinning out to sea. Think I found you in the temple square. Under the wishing tree. So cry your eyes out. Hold close to me. Hold close to me. I cried my eyes out. Hold close to me. Hold close to me. Hold close to me. Hold close to me
933,Blur,Rock,the trees are spinning oxygen. they're the rockets we should fear. if we go and let 'em off then we will disappear. yeah we will disappear. surely we will disappear. the road is hot and dusty. the desert needs a beer. but if we go and blow it up then we will disappear. we will disappear. surely we will disappear. if we go and blow it up then we will disappear. we will disappear. surely we will disappear. we will disappear. surely we will disappear. we will disappear. surely we will disappear. we will disappear. surely we will disappear. we will disappear.
934,Blur,Rock,Mr Briggs is on holiday. But he stays in his room. He's too cold to go out for his evening smoke. The lady down the hallway. Is deaf and dumb to what you say. She's too busy dreaming of chihuahua dog. Say goodbye. Slowly drift away. To somewhere. Mr Briggs needs sleep now. He's been up for a week. He can hear a buzz buzz buzzing in his head. He has a three-bar heater. But it can't keep him warm. If he bought another then he'd have three more. Say goodbye. Slowly drift away. To somewhere. Mr Briggs while on holiday. Never left his bed. Walked around in circles but only in his head. The lady down the hallway. Is running out of pills. She could pull herself together but she knows she never will. Say goodbye. Somewhere.
935,Blur,Rock,Green green the neon green. New world towers. Carved out of grey white skies. Twenty four hours. I glide through the glass arcade to Hollywood. The cycle path it leaves me dreaming of. Love love so far away. New world towers. Logging your name and pray. Twenty four hours. Green turns to red and blue. And time relates. To us all again. And see the rescue. Green green the neon green. New world towers. Plane flying overhead. Satellite showers. Falls like confetti on the calvalcade. The flashboat seas?. Reflecting in you. Seven on me. Seven on me. Seven on a left hand side. Seven on me. (Seven on me). (Seven on me). Love love so far away. New world towers. Carved out of grey white sky. Twenty four hours. Green turns to red and blue. And time relates. The flashboat seas?. Reflecting in you. Seven on me. Seven on me. Seven on a left hand side. Seven on me. Seven on me. Seven on me. Seven on me. Seven on the left hand side. Seven on me
936,Blur,Rock,Gary Golf stops all the clocks. With night nurse slippers and socks. He tries to keep his thoughts clean. By washing with Listerine. A little peck on the cheek. In dazzed pyjamas and sheets. Keep the light on I'm not tired. I want to read my Dick Francis. Dirty fraulines and nasty nazis. La la la la la la la la. There are no monsters in me (*2). Car alarms letting off steam. Gary hears them in his dreams. Panic outside is sleeping in. Just easy listening to him. Turns in his sleep and smiles to himself. There are no monsters in me. Cause Gary's out on the green. No growing pains for him. Cause Gary Golf ball eyes is not in
937,Blur,Rock,Holy man tiptoed his way across the Ganges. The sound of magic music in his ears. Videod by a bus load of tourists. Shiny shellsuits on and drinking lemonade. Now I got a funny feeling which I bought mail order. From a man in a teepee in California. Said he once was that great game show performer. Then he blew all his money away. Blew it all away. So take me home. Don't leave me alone. I'm not that good. But I'm not that bad. No psycho killer. Hooligan guerilla. I dream to riot. Oh you should try it. R.E. parole get gold card soul. My joy of life is on a roll. And we'll all be the same in the end. Then you're on your own (2). Well we all go happy day glow in the discos. The sound of magic music in our brains. someone stumbles to the bathroom with the horrors. Says Lord give me time for I've jumped into space. I'm in outer space. So take me home. Don't leave me alone. I'm not that good. But I'm not that bad. No psycho killer. Hooligan guerilla. I dream to riot. Oh you should try it. R.E. parole get gold card soul. My joy of life is on a roll. And we'll all be the same in the end.
938,Blur,Rock,Instrumental
939,Blur,Rock,Hello Peter Panic. You've landed on our planet. What a strange thing you are. With little pissy eyes. You got in the television. Turned us all old and wisened. Then disappeared. To a distant star. And we remember you as. Peter Panic. Who lives forever. Peter Panic. As light as a feather. And he says it's ok. When you blow him away. He'll be back for you some other day. When you're running out of sugar. He left his secret with the chemist. Who made it taste very pleasant. Now everyone. Has gone to his star. Happy to be with....
940,Blur,Rock,I look down from my window. To the island where I'm held. Listen while you're sleeping. Darkness is itself. Tomorrow I'm disappearing. Cause the trees are amplified. Never ending broadcasts. To each I cannot dispair. Kid the mausoleum's fallen. And the perfect avenues. Will seem empty without you. And the pink light that bathes. The great leaders is fading. By the time your sun is rising there. Out here it's turning blue. The silver rockets coming. And the cherry trees of pyongyang. Are leaving. I feel like I'm floating. Persisting autotune. The never ending gloom. To the palace of the doom. The temperature keeps falling. Soon there will be no lights. Just a red glow of glass coffins. Watched by someone through the night. Kid the mausoleum's fallen. And the perfect avenues. Will seem empty without you. And the pink light that bathes. The great leaders is fading. By the time your sun is rising there. Out here it's turning blue. The silver rockets coming. And the cherry trees of pyongyang. I'm leaving. (Soon there will be no light. Someone through the night). Kid the mausoleum's fallen. And the perfect avenues. Will seem empty without you. And the pink light that bathes. The great leaders is fading. By the time your sun is rising there. Out here it's turning blue. The silver rockets coming. And the cherry trees of pyongyang. But I'm leaving
941,Blur,Rock,When all the nights are dream. And not really what they seem. I cut my hair in spite. And set my hands on fire. Are you lonely? x3. In the daylight hours. I go out and kill the flowers. Faces all to clear. Keep on looming near. . Are you lonely? x3.
942,Blur,Rock,I think too much. On things I want too much. It makes me hateful. And I say stupid things. Only you can fill my blank heart. And I'm resigned to that. I wish the sun. Could just keep me warm. And I'm resigned to that. I'll forget to breathe someday. I never stop to think why.
943,Blur,Rock,i see her face everyday. i see her face. it doesn't help me. she's so high. i want to crawl all over her. i think of her everyday. i think of her. lt doesn't help me. she's so high. i want to crawl all over her. she doesn't help me. she's so high. i want to crawl all over her.
944,Blur,Rock,"""I can't feel. """"Cos I am numb. I can't feel. """"Cos I am numb. So what's the worth in all of this. What's the worth in all of this. Sing to me. So what's the worth in all of this. If the child in your head. If the child is dead. Sing to me."""
945,Blur,Rock,It's up to you. You know it is. I can't convince you. All you have to do is. Slow down. I've always said. It will never change. All you have to do. Just you be you. I mean that's all I want to say. All these things. That I told you. I didn't mean at all. I didn't mean at all. I'd forget you. So if you come here. If you come here. All you have to do. Just you be you. I mean that's all I need to say to you.
946,Blur,Rock,St. Louis song. Something is wrong. I kill that man. From your own shoulders down. And here comes an empty. People look at each other like me. I don't wanna be. I don't want to be he-here. I don't wanna be. I don't want to be he-here. 'Cause there's nothing. Here to be-e-e-e-e. St. Louis song. Where has the good thing gone. Dreaming himself to hell. Stuck in his good cell. He's still trying to suffer. Left handed sto-o-o-p. I don't wanna be. I don't want to be he-here. I don't wanna be. I don't want to be he-here. Oohoooh. Oohoooh. Oohoooh. Oohoooh. I'm not trying to suffer. Left handed sto-o-o-p. I don't wanna be. I don't want to be he-here. I don't wanna be. I don't want to be he-here. I don't wanna be. I don't want to be he-here. I don't wanna be. I don't want to be he-here
947,Blur,Rock,I want to contributeTo natural selection. Find myself a razor. Watch Swallows In A Heatwave. meet the rebel leaders. They're coming cause they need us. Ooohooooohoooooo. Ooohooooohoooooo. I don't have a historyâ€¦â€¦â€¦.. For religion. Going out to get one. Get into my Volvo. Drive into the Mountains. Watch Swallows in a heatwave. Ooohoooooohooooo x7.
948,Blur,Rock,why wasnt the lyrics of the whole album of 13. put down huh?.
949,Blur,Rock,I saw you today. You were too far away. It had hurt me to say. Hurt me to say. The words. The words I have to say. There ain't no sound. When you're not around. And it gets me down. Yeah it gets me down. My life feels so brown. I just want to be with you. That's all I wanna do. x2. Inside my brain. It's just not the same. Cos it started to rain. It's started to rain.. I just want to be with you. That's all I wanna do. x2.
950,Blur,Rock,All good people. Your time will come. Work forever. And still not be done. Close your tired eyes. No one knows you've gone. It's not forever. But today you've become. The man who left himself. Don't belong here. Your heart beats too fast. Feel the miss-beat. It starts and it stops. Don't be frightened. These things never last. Maybe tomorrow. Your time will have past. It's the man who left himself. The man who left himself
951,Blur,Rock,This is the next century. Where the universals free. You can find it anywhere. Yes the future's been sold. Every night we're gone. And to Karaoke songs. How we like to sing along. Though the words are wrong. It really really really could happen. Yes it really really really could happen. When the days they seem to fall through you. Just let them go. No one here is alone. Satellites in every home. Yes the universals here. Here for everyone. Every paper that you read. Says tomorrow your lucky day. Well here's your lucky day. It really really really could happen. Yes it really really really could happen. When the days they seem to fall through you. Just let them go. Well it really really really could happen. Yes it really really really could happen. When the days they seem to fall through you. Just let them go. Just let them go. Just let them go.
952,Blur,Rock,What if I told you I love you. What if I called you with rhyme. In this world there's nothing that's left. Well nothing that's new. What if I told you without you. Loving is limply a lie. Although she moves into the night. O tell me your mine. Please say it's true. O shame is over. I was the light and the days of them all. Well push me over. I'm flat on my back and having a ball. And just look who's laughing. What if I flew like a dove dear. What if I would you in rhythm. There's nothing left. Nothing that's good left for me now. O I'll just go and sleep with strangers. I'll live like a lord in a tower. 'Cos in the city there's too much air. That I can't dream at night. Well not anymore. O shame it's over. It been such fun and we had a ball. Well push me over. But I'll be the last of people to fall. Well just look who's laughing. O shame it's over. How like a cow bloated on grass. Well push me over. Me on my back and you on your arse. Such a shame it's all over. There are so few days left to grasp. So push me over. We on our back and you on your lazy arse. Well just look whose laughing.
953,Blur,Rock,You're taking the fun. Out of everything. Making me run. When I dont want to think. You're taking the fun. Out of everything. I don't want to think at all. There's no other way. There's no other way. All that you can do. Is watch them play. You're taking the fun. Out of everything. You're making it clear. When I don't want to think. You're taking me up when. I dont want to go up anymore. I'm just watching it all. There's no other way. There's no other way. All that you can do. Is watch them play. I'll watch you play.
